conduct_id,conduct_name,shop_id,gender,age,register_time,mobile,wechat_openid,minapp_openid,province,turn_postive_time,position,duration,mobile_auth_status,openid_auth_status
adviser_000000089271,周秀英,S6|S2|S1|S5|S9|S8|S4,女,47,2022-02-19 10:25:15,mock_14760965803,oO8fw5Ze4tPcBuMdi95NYFqm8LayohpAGk,oO8fw5274eiObZCTFk1nlXYVPuAKqpRWNs,福建省,2022-08-26 21:42:30,4,9,1,0
adviser_000000261394,陈秀兰,S5|S6|S1|S8,女,37,2021-06-30 08:28:03,mock_15262780174,oO8fw52TGBiVW19KpIt46kv5qOCLFjZNEx,oO8fw5wpjdEUuyJVrBeqOvFn9G4KL2DPZ1,陕西省,2022-07-25 01:50:01,2,9,1,1
adviser_000000193605,唐洋,S9|S10|S5,未知,49,2023-07-26 17:29:05,mock_15612837556,oO8fw5PuqMNTyjdFWO34vo8C2niGx1SKDb,oO8fw5kDSvjgWy6rUxd7R8bKTQA0tJ21fl,新疆维吾尔自治区,2021-08-18 07:25:24,1,1,1,0
adviser_000000091635,杨娜,S8|S7|S3|S5|S10|S4|S6,女,28,2021-03-03 16:20:35,mock_18710965318,oO8fw56gWAyUSNpOx83DGYLnafquPJeri5,oO8fw5zNKMRdt4xmQwJHro7fCO1ynTF05B,福建省,2022-03-11 16:37:12,3,1,0,1
adviser_000000298350,褚桂英,S9|S1|S8|S7,女,37,2022-12-25 13:04:09,mock_13572729506,oO8fw52sUqvr75mN1F6ElHYTuKwLgyhozx,oO8fw57ODYuK6tcA0aeWgQILdZj8bv294m,江西省,2022-10-15 00:32:40,4,6,1,0
adviser_000000307819,郭帅,S3|S4|S1|S5|S8|S9|S10|S2,男,37,2021-04-07 16:41:38,mock_17282084317,oO8fw5LTesNPSDVYhAvbUxKudWR6r9B7aF,oO8fw5sB61mYC83Wu9THKgOIE4bSdXthM5,香港特别行政区,2022-03-18 11:51:17,6,6,0,0
adviser_000000890143,陈英,S6|S3|S9|S5|S7|S8|S4,女,49,2021-11-05 18:16:43,mock_13318920980,oO8fw51qJHUD6MhWjlvmcusZiw5yatV4po,oO8fw5e9VlbgfnjFthOxuvProRyAaJXGBw,江苏省,2023-04-29 04:20:29,6,7,1,1
adviser_000000609138,周坤,S9|S5,男,44,2022-10-25 18:31:28,mock_18625331026,oO8fw5OiX5QgDrMY2HGnCpZxRAoI8Wbcls,oO8fw5l0DiewUpONrxACMYJjtIa526SzHc,新疆维吾尔自治区,2022-01-23 21:34:07,5,2,0,1
adviser_000000821095,何玲,S2|S10|S3|S5|S8|S9|S4|S6,女,43,2021-07-03 06:56:08,mock_18649018832,oO8fw5aEsgKIHr5D7lc0pJQ6zCyBPRFbvn,oO8fw5tGnQl2UYFcKZzjgHW94MXhS7JIsR,云南省,2022-02-20 14:19:04,2,4,0,0
adviser_000000192845,刘玉英,S9,未知,36,2021-09-13 16:14:50,mock_14535938145,oO8fw5h8YHjDV3gbSG0nQxl7oJPNBd1uRy,oO8fw58Yrbz2FQnvCsD0oPTKNwSkIq5xg4,甘肃省,2022-11-25 07:25:00,4,2,1,0
adviser_000000642035,侯亮,S8|S7|S10|S3,未知,25,2022-10-12 15:30:57,mock_15275991662,oO8fw5o1dyf76eIKVjGYHb9Smr5J4vut3N,oO8fw5kL6NAmulQvJVKzshr7SaxbU4Moi8,四川省,2023-06-30 15:01:25,3,6,0,0
adviser_000000382019,张红梅,S8|S3|S5|S10|S2,未知,19,2021-06-23 23:14:32,mock_13670063807,oO8fw5fWaE9P4h0MwZOLTsCBU35q7zpmod,oO8fw5TSFu9mXykal7nJHevWjVRIMQUpDz,吉林省,2022-11-17 05:11:27,2,2,0,1
adviser_000000316524,刘敏,S7|S2|S6|S10|S4|S1,未知,26,2023-06-01 17:34:12,mock_13768764488,oO8fw5bdLgIqHNT5lUXOicFZAeEYhvaM3r,oO8fw5OTGAg1ZqUrDsbj02k95Hxi3NVuzd,西藏自治区,2023-06-16 05:30:31,1,1,0,0
adviser_000000764381,陆洋,S4|S10|S5|S8|S7|S1,女,40,2021-02-23 02:20:53,mock_15833287012,oO8fw5QXAcSTkGshJ3qWOxizVnZ9oL5dja,oO8fw5b3sGAto9zL1HikjZNM8cBXFEp2ID,内蒙古自治区,2022-08-19 07:13:05,4,1,0,0
adviser_000000643702,李小红,S1|S5|S10|S9|S2|S4,女,26,2023-03-04 08:58:44,mock_13895786415,oO8fw5Y3QDJNfyhXCbOro8wHmUakAcT0nx,oO8fw5dhHFcs1KwODSLJ8rbP4EekQWAzVa,西藏自治区,2022-02-26 07:30:50,5,6,0,0
adviser_000000731524,王丽娟,S2|S7|S10,男,31,2020-12-13 23:51:58,mock_15068645291,oO8fw59SZKIpjDb0kcgeuoUYJ1C42RFWyM,oO8fw5qKVI8frjRzuQCgb0pwLY1ZBsvnGT,甘肃省,2021-12-10 15:27:18,1,10,0,0
adviser_000000856193,李旭,S7|S1|S4|S3,男,27,2021-11-26 18:27:15,mock_14513111747,oO8fw5fxSEGXRtghMkwPWUY4jdi5vn3mur,oO8fw5tGXf0s7IPFMh2e193vkSBKEWYQaT,广东省,2022-03-06 08:45:33,3,2,0,1
adviser_000000856472,董鑫,S5|S3|S9|S1|S2,男,36,2022-09-24 20:02:13,mock_13454257504,oO8fw503lV6AodGcBHNSPjutaqOvLnY8rC,oO8fw5HXwBMTYrAOG94huESIFgfjs2m5QW,江苏省,2023-01-16 15:14:33,5,10,0,0
adviser_000000283479,高柳,S5|S4|S9|S6,未知,21,2021-05-03 16:48:33,mock_18751655231,oO8fw5cE8y2Li59zUrWJTM0RunlQx467He,oO8fw5y31ke8bUr0QjDMLsOwtqXmg6N4Wl,上海市,2021-08-20 13:10:27,2,2,1,1
adviser_000000215073,赵燕,S4|S2|S9|S3|S1|S7|S8|S10|S5,女,25,2021-11-30 10:23:11,mock_17210339269,oO8fw5JxTKZzeyiAcjOU1WVRN364LgG9Sl,oO8fw5ZLm6NAGWIl2R5swSi1gzcYnOyKd3,辽宁省,2023-03-06 04:18:10,3,2,0,1
adviser_000000946583,兰建华,S10|S9|S8|S5|S2|S4|S1,未知,24,2021-04-01 22:51:20,mock_18939082710,oO8fw5WPyuoxrDzd4GMCm6Hq2TLZkUswh1,oO8fw5fBqTQ37ktFn9WcuIOp4D5ysPxgYh,北京市,2023-06-11 15:25:03,1,6,1,1
adviser_000000413528,邓建平,S10|S7|S1|S3|S6|S8,男,28,2021-06-21 16:59:29,mock_14986576143,oO8fw5NZctVMnQEFB5Pz06JUO8aGLoT91r,oO8fw521zvTaH6KMfpDYFNmICjAgSl0q3r,陕西省,2021-10-10 04:05:33,2,7,0,1
adviser_000000584697,梁博,S8,未知,37,2021-05-05 05:41:13,mock_15211354675,oO8fw5MVThOrKzoU7lYxcF23s1gBeqj4Lp,oO8fw55PFpwbkuZQf6nOrmv4N7jBaigxVS,河南省,2021-08-26 04:00:06,6,1,0,1
adviser_000000862493,李凤英,S9|S5|S8|S10|S4|S6|S1,未知,44,2022-10-14 01:27:28,mock_18976361300,oO8fw5hPGVJ0IqKCFgAkr1BfScEDYwL83H,oO8fw5IcGdLpAVv140hSXar5qziObYZTsN,澳门特别行政区,2022-10-10 22:46:35,6,2,0,0
adviser_000000286905,郝洁,S5|S9|S2,女,26,2022-09-30 23:12:44,mock_14780040357,oO8fw5FfkaDzIbWHTGN6PMs2eEugV8UBl9,oO8fw5lJrsudmKUqYWQHEyaw8XbGOpRTvc,北京市,2021-07-29 18:55:27,5,5,0,0
adviser_000000286413,吴亮,S6|S5|S1|S2|S8,女,46,2021-09-19 03:35:12,mock_13096938590,oO8fw5NqYxGlzvi6FhbSJtTwjWsre7MyOH,oO8fw5fs3HEd2CBZ8eMTjz6Ryo5kurnSX9,辽宁省,2022-04-17 15:13:14,4,3,1,0
adviser_000000318096,王浩,S2|S7|S8|S4|S6|S10|S3|S1|S5,男,20,2022-03-26 00:17:16,mock_14778234394,oO8fw5s40idqpW3JIcQoCXenh5V6ZYzPRO,oO8fw5TCxEVgBIQopXGan9bRJMNwdkYWA4,吉林省,2022-10-20 02:25:46,2,9,0,1
adviser_000000984653,莫俊,S8|S2,未知,37,2022-04-24 00:49:22,mock_15880520308,oO8fw5pwoauOrXF23m5ngbC1DKUfvGPTj0,oO8fw5nPvcNwao3TgY4zCxi6pWK0Ee5mjO,广东省,2022-01-24 16:34:55,6,3,0,1
adviser_000000159824,何宁,S6|S1|S7|S3|S8|S10|S9|S4,未知,20,2022-03-03 18:50:39,mock_18817625912,oO8fw5gmer3Uj6RAt4ETDNix8MnPXuqCWs,oO8fw5vxb5sopeHkB9JP7gKX4VuTOLQrhi,内蒙古自治区,2023-06-15 04:31:33,3,7,1,1
adviser_000000589327,邵瑜,S6|S5,未知,48,2021-10-08 05:55:10,mock_13480522068,oO8fw5Hw6Lg7cYMa0O5XDzfNIEZVKBsC8A,oO8fw5UJCZkYmznEtIvLGRDQ3x2B9A6acW,甘肃省,2022-02-10 07:14:33,6,5,1,0
adviser_000000057824,易雪,S2|S3,男,42,2022-08-05 13:05:18,mock_17322763861,oO8fw5foTE1tkUzLWr25XeIuilFnNbdxZ6,oO8fw5Ncb1CFqElpahxyL0Stj3HOVris8m,四川省,2022-10-29 22:36:02,6,8,0,1
adviser_000000482657,潘阳,S2|S9|S3|S5|S4|S6|S10|S8|S1|S7,女,44,2023-07-05 02:37:05,mock_13113320013,oO8fw5tceq7RIXPWoLx3DFCJ5yMApHGZid,oO8fw5n16PyBimxGctYvlK5EaAZThbsqCL,湖北省,2022-06-01 19:15:55,2,4,0,0
adviser_000000830561,刘琳,S5|S8|S6|S10|S7|S4|S1|S9,女,44,2022-01-18 04:06:16,mock_14971474333,oO8fw5EiQloxGyACrgVStBRwIJY4Fzbqk0,oO8fw5XocgSNWdbhw432qELiVBu0YkIRlH,上海市,2021-08-06 19:40:07,3,6,0,1
adviser_000000406812,李淑华,S5|S8|S3|S10|S6|S9|S4|S2,未知,50,2021-12-16 19:32:38,mock_15325402033,oO8fw5ZfuVvwJ5Y9WixFNKTGUO1nlrt2gQ,oO8fw5KuRysA5hEnJHdwPvYMzcTpCjmlGL,四川省,2021-08-10 20:30:55,1,8,1,1
adviser_000000963085,毛淑华,S6|S1|S2|S7|S8|S10|S9|S5,女,49,2022-07-05 13:44:30,mock_15070569576,oO8fw5WButTX3b7zeYshmIpgPUjydqQLaF,oO8fw58D37h5EaBkesNUMngwybrI2SZLm6,福建省,2022-07-23 05:40:52,2,4,1,0
adviser_000000265081,孙淑华,S1|S4|S8|S5|S3|S10|S9|S7|S2,女,32,2022-07-23 09:36:30,mock_15368883183,oO8fw5ytZ401Y9oMcGgKLFa2CJSjlnfh6I,oO8fw5h9oYXH4OQfZkFecWNPGEBlJw6Cgs,黑龙江省,2022-11-04 13:30:50,4,7,0,0
adviser_000000749862,王军,S10|S2|S5|S6|S1|S4|S9|S8|S7,男,37,2021-03-23 20:14:35,mock_13733556341,oO8fw5m5JC809zGo4EBkIrOndgqPhDcsFN,oO8fw5WNYvrBJFhanwd4EoxmpHjOPkyDTQ,福建省,2023-07-02 13:44:56,2,8,0,1
adviser_000000186472,刘桂珍,S4|S2|S7|S6,女,40,2022-04-04 17:43:48,mock_17211109065,oO8fw59IbitTMsmqzBQ0HWAd7eaOg2YRNj,oO8fw5W5xgrXocGUmsyeLOH8QJdqiNFZpC,广西壮族自治区,2023-05-08 23:38:33,2,4,1,1
adviser_000000359261,石霞,S4|S5|S3,女,33,2023-02-03 20:52:20,mock_13752361472,oO8fw5r98uozHBTUFD07Ox4hgQPXdkMNiL,oO8fw5PyO7tjYTU62lhrRHCke90quN3oW5,辽宁省,2023-04-21 10:45:23,6,3,1,0
adviser_000000074132,王瑜,S10|S6|S3|S9|S8|S2|S5|S4|S7,未知,31,2021-03-23 22:14:49,mock_13339255278,oO8fw5svKSEgcJdfTHOp6XCGzjZt5F2Lox,oO8fw5yB5kuV493I6pC7zclPGaTOm1JsfW,广西壮族自治区,2022-06-15 16:05:05,5,9,1,1
adviser_000000372081,董红霞,S1|S8|S3|S9|S5|S2|S10|S4|S6|S7,未知,41,2022-06-03 06:41:00,mock_13326082632,oO8fw5EUiKLcfI41V7WhBjStayXsD9NAZb,oO8fw5gOVE20ZodvRiJMuBwekLHAmGhrPy,台湾省,2021-08-22 08:55:15,1,8,0,1
adviser_000000652947,孙秀兰,S5|S4|S9|S10|S8|S2|S7,未知,24,2023-06-02 14:11:05,mock_17326726227,oO8fw5GlICK6FS9cvM10hHmXzyJRkBtbop,oO8fw51gG2oZdiSDBKRjQfNnVql45bavh8,西藏自治区,2022-05-22 03:30:34,1,4,0,1
adviser_000000379210,蔡玉,S5|S7|S2|S6|S3|S1|S10|S9,女,42,2021-04-03 09:19:17,mock_14786691951,oO8fw5WkIewEFzoBnNKuP46RyQxLlYipb5,oO8fw5i7yaNOkc2HPrdJ9IvxK6qlsRDzS8,香港特别行政区,2023-04-28 01:14:59,6,8,0,0
adviser_000000458032,王婷,S10|S1|S4|S5,女,46,2022-12-10 19:59:54,mock_17870233308,oO8fw5Y6OMvAoV2JPm1jBq8Xxw9ygETdfW,oO8fw5L190iS2zFoqjHkeIdrQf3vDCamUh,广东省,2022-06-26 19:13:54,2,10,1,0
adviser_000000931750,萧红霞,S2,未知,42,2022-05-21 04:53:24,mock_13150839303,oO8fw5V6db8a1LQITvDOClcjsRPy9xEHfe,oO8fw5Eg2UmeOWjLQFlz0J8cxpHhisq7PZ,青海省,2023-02-23 02:09:25,4,7,0,0
adviser_000000758630,郑娟,S5|S8,男,36,2023-01-05 08:10:46,mock_18925001510,oO8fw5ae5HOSn13LWhMQZtE48jyoXIfPxU,oO8fw5m4OyLDZT6NMt0f2SdUxvqK1QIbhi,新疆维吾尔自治区,2022-04-30 07:42:10,3,10,0,1
adviser_000000527146,黄雪梅,S8|S5|S9,男,49,2023-07-23 23:44:10,mock_13696012851,oO8fw5bVQF38HtnDeLJ640GqKcBxsUXo1Z,oO8fw5IoFGUqegxdLOvzMcfN40V9wJyiYS,山东省,2022-03-12 22:31:33,1,5,0,1
adviser_000000285943,张龙,S8|S4|S2|S1|S10|S5|S6|S9|S7|S3,女,30,2023-05-25 04:34:41,mock_18955204428,oO8fw5PWaDGwqj4dBIfsg6CtNb9Tz0JyVF,oO8fw5l9dTtYUVA2cwO657seQzKpSgGRLJ,甘肃省,2022-05-03 18:57:54,3,1,1,0
adviser_000000942018,芦荣,S9|S6|S7|S4|S2|S3|S10|S8|S5|S1,未知,45,2022-10-14 11:51:12,mock_17584629989,oO8fw5uJQYABR8FaN7MECnTWXG6xZ0mjLg,oO8fw5mE146A2yrS9MIpd3okDhJgVbfFjv,山东省,2023-05-19 05:14:00,5,10,1,0
adviser_000000312759,惠桂荣,S6,未知,43,2023-05-22 20:26:39,mock_17557560451,oO8fw5FufLIkHRlTiDM6XQSOyzqUAYpC31,oO8fw5IU19xRJlzoBFgG8HjMScOsDZmNK2,黑龙江省,2022-09-16 15:00:19,4,10,1,0
adviser_000000913507,伍丹丹,S3|S7|S9|S1|S8|S4|S6,未知,28,2022-03-20 17:49:30,mock_17174624744,oO8fw5wGQji7beVDYSyPN2RpkJBtUfZOI9,oO8fw5ghMAyv3Xa1TSm2WOHlB0tDbResZC,河北省,2022-05-29 13:10:59,5,3,0,0
adviser_000000178043,康艳,S4|S10|S5|S2|S8|S9|S1|S6|S3|S7,未知,50,2021-07-20 08:01:38,mock_15875944799,oO8fw5YfpI5HmhTnzCVD64W30geG1XZF7v,oO8fw51HRJDnadoucQPI8bk5S96wfBq4Cy,西藏自治区,2022-10-11 09:57:27,2,1,0,0
adviser_000000341925,赵斌,S8|S5|S1|S9|S3|S7|S2|S4,男,22,2022-03-28 11:05:34,mock_14578219275,oO8fw5FThBtqSlO7WgDxasXeC6YGAvVNHi,oO8fw55EPHWlrxh7svU3tORI08JTinkQmK,陕西省,2022-02-08 09:43:02,4,7,1,1
adviser_000000043761,林鑫,S7|S6|S3|S8|S5|S1|S9|S10|S4,男,50,2022-07-15 02:39:44,mock_14712857845,oO8fw5kZtdqRaGh5Yxn1CUogFNlziVBE8M,oO8fw5HNa1KPqOfwuEnmRLGSXoWpdBiVgQ,江西省,2022-01-19 01:03:50,1,3,0,1
adviser_000000751803,曹玉英,S10|S6|S4|S3|S5|S1,男,20,2021-01-29 06:31:00,mock_13136569140,oO8fw5wvubkLVc6FBDJrs3Ciq5MKyXjg9O,oO8fw5B4SFHLJk6aN3u1jfTlKCM5hRD9cm,河北省,2022-06-04 06:24:00,5,4,1,1
adviser_000000592610,陈凤英,S2|S10|S3|S7|S4|S8|S9|S5,男,46,2022-04-30 04:41:07,mock_17692242408,oO8fw5ivTzLRhsgNaSlXVyjbIGFn2ruZDQ,oO8fw5X5zYiMumpZgvWtyAPskd81QDcVqJ,黑龙江省,2023-04-19 12:05:30,2,4,0,0
adviser_000000749531,张淑华,S6|S9|S5|S7|S8|S3|S4|S1|S2|S10,男,37,2022-11-14 17:15:08,mock_13155855058,oO8fw5dwBNAaZ3n809Hyo7RCSYPLleEkKp,oO8fw5ajRuNwFlJX98mc3ACZDhPM25bgIH,香港特别行政区,2023-01-06 17:41:59,1,5,0,0
adviser_000000673815,苏欢,S3,未知,19,2021-03-13 15:27:15,mock_18394373198,oO8fw5z8fUiMGkCA0H7j1Nqwp4l3hIFWgv,oO8fw5RHrLlq7yfaK0EJQUCmVXb4ixs85A,广东省,2023-04-06 18:39:45,5,9,0,0
adviser_000000530941,毛娟,S5,未知,43,2023-05-13 09:31:16,mock_17625998443,oO8fw5sJlui8dVwcQmHLbgxkj6nyX4vorz,oO8fw5l6najo81LScDBhgrG0uVJsUHYe9t,香港特别行政区,2021-10-14 22:18:33,5,6,0,1
adviser_000000637158,王红霞,S4|S5|S6|S3,未知,23,2020-11-28 07:05:12,mock_18032939911,oO8fw5RtOdC7p394eyLkV8olqDFIvscXim,oO8fw5cdEeQK8zv3kG7nwPoB9CJZFOyTq6,浙江省,2021-12-23 14:42:24,4,10,0,1
adviser_000000290786,古坤,S4|S1|S5|S8|S10|S6|S2,未知,18,2022-11-15 05:33:10,mock_14754355264,oO8fw5pCvUaxzmeFQ2MVDLljwJG4s0YTWI,oO8fw5ManG9jcfVeNp7duHYyUzi4K8oIAx,上海市,2022-11-01 05:33:11,6,5,0,1
adviser_000000168970,邓浩,S9|S3|S4|S5|S8|S1|S2|S6,男,37,2021-11-26 09:26:11,mock_18992257384,oO8fw5z5MYKmCbX4ea01d6pjfHsWFOvhwg,oO8fw5TvRI1UMcVZConyHb35rBaFg7PG8x,浙江省,2022-11-19 22:09:38,5,6,1,0
adviser_000000605371,马秀兰,S9|S7|S5,女,29,2021-11-30 03:01:38,mock_18955340781,oO8fw5KeN08OIUAl4ycb2Y5rER9aGHJk1t,oO8fw5c9wtG5hk0fWCydiXDNr7SYxZHRLe,青海省,2021-07-28 22:37:18,4,7,0,1
adviser_000000043921,苏秀云,S3|S4|S2|S10|S1|S6|S9|S8|S7,女,35,2022-04-20 10:51:08,mock_13253298462,oO8fw5Ihs53RYrAVUFkwdbe02zv7Kagc1n,oO8fw5g17xa3uVM4fhRnN2r0mY8EPFvHGq,浙江省,2022-11-17 03:35:24,2,8,0,0
adviser_000000967408,赵桂珍,S1|S6|S8,未知,35,2023-05-14 11:47:18,mock_18091755823,oO8fw5gNA4WtEL6n2qe0QVHRCJPKIuOaBi,oO8fw5qyRuVk3Uzh0LTJGFDs2X8Zjp1d6x,香港特别行政区,2021-10-25 09:17:28,4,8,1,0
adviser_000000438790,孟兰英,S1|S6|S7|S2,女,28,2021-02-10 15:36:59,mock_18444720681,oO8fw5pH7ejFWJDaVldGq20UYI4MyCtcf6,oO8fw5uECnW06RvQIc2G4OK5rHisJFqdMj,海南省,2022-02-09 01:01:36,4,10,0,1
adviser_000000476853,黄雪梅,S4|S1|S3|S7|S6,男,50,2023-06-20 02:05:17,mock_14930890417,oO8fw5NXLq075ou2zeQ4GclHryi9PMsAYw,oO8fw55CskpWlqnogfuU3drTXZtDeS8G1w,山西省,2021-08-03 06:36:10,5,5,1,0
adviser_000000830254,朱兰英,S4|S10|S9|S1|S3,男,34,2022-07-02 14:09:42,mock_13512870980,oO8fw58T2OXaEhI3xZjJFl6b5skze0u9Am,oO8fw5xuZJH8EDUAQfjSw6KCP3tFLodqr0,山西省,2022-08-09 14:08:19,6,4,0,0
adviser_000000024195,吴斌,S3|S9|S2|S5,男,22,2022-11-08 07:04:52,mock_14924038936,oO8fw58k5z6lSeOA1dH0sKaQgJqxhYLfIU,oO8fw55gnPovE9cF4Iu7MCWeG2r1SdhTsJ,贵州省,2023-02-06 23:39:10,3,4,1,0
adviser_000000423651,吴磊,S9|S10|S8|S4|S7|S1|S3|S2,男,31,2022-06-11 10:53:54,mock_14527924571,oO8fw576rkEyoMDtVhWQpFHAN4jIiGXdZ1,oO8fw54Ffymwdx1gTkHMBA8D7WVPLNzs3p,广西壮族自治区,2023-01-15 06:34:35,5,4,0,1
adviser_000000130285,史慧,S9|S3|S8|S6|S7|S10|S4,男,46,2022-10-07 15:45:32,mock_17170844546,oO8fw5aWUsgKuhmHG0AMcrFOLZR98n7CNS,oO8fw5g6F1TEkcVu5wdh8KJ4AlsMva2H90,西藏自治区,2022-06-02 08:16:02,5,1,1,0
adviser_000000509843,李帅,S4|S6|S3,未知,39,2023-01-04 23:40:36,mock_17660772285,oO8fw5e8hal5EikcZnO3djBf7zXIKPN4sR,oO8fw5OEalxiySUdMnv3Kco58Wr1uFJD7t,云南省,2022-08-02 12:40:14,2,4,1,1
adviser_000000764958,杨燕,S5|S2|S8|S7|S10,未知,43,2022-04-22 03:52:31,mock_15318632649,oO8fw5irA3v0hmj7JS4BebWaDXVxZU5nFM,oO8fw5kBHc5FwA4ZngL8htalsf1mbGipUr,台湾省,2021-08-21 05:40:31,6,4,1,1
adviser_000000408215,袁磊,S4|S8|S5|S10|S7|S2|S1|S9|S3,男,44,2021-11-24 01:55:21,mock_15186810607,oO8fw5Ba01LhVkuprcHdje9OC5xJW48Eiz,oO8fw5OceLXDxp8f7Wr1wkEV6bdgZzqn9G,黑龙江省,2023-03-03 10:35:10,4,10,1,0
adviser_000000317954,郭林,S10|S3|S5,未知,42,2023-03-11 02:09:35,mock_13512665020,oO8fw5yERTiAHcpxNCSgsqF81vVKnb4WIY,oO8fw5gHvKts0jyAmOiG1L6lNVSIzZPWFu,辽宁省,2023-03-21 10:08:04,5,1,1,0
adviser_000000258769,黄桂花,S4|S7|S6,未知,48,2021-01-14 21:28:58,mock_17044658386,oO8fw5dBCWQsmhcM3OY2oyV1pazTAj9LJP,oO8fw53FXV7EsoRfPqOwMev2ApdauYrxcI,浙江省,2021-12-24 21:02:50,3,6,1,1
adviser_000000019428,杨瑞,S10|S7|S3|S1|S6|S5|S9|S2|S8|S4,未知,23,2023-06-14 05:07:05,mock_15694783887,oO8fw5Q7OTbIXnePCG2dwh3Mxug5DWFjJ4,oO8fw5TAS4ClmFzV1NDwkbdeEJacfo8WIO,陕西省,2022-03-07 00:01:42,6,8,1,0
adviser_000000180569,郭淑珍,S7|S1|S5|S9|S8|S2,男,48,2021-08-07 06:14:24,mock_13679850496,oO8fw5y5F3LK9EBTqSPdjaWUsicQreH864,oO8fw5cdSnTzmEetBP5IQN07XK2rghCqva,江苏省,2022-08-31 08:14:02,4,6,1,0
adviser_000000079264,王晨,S3|S9|S7,未知,34,2023-07-23 15:21:11,mock_18025860105,oO8fw5985EIrk0Dp1QtGH4PXzvUfB37R2x,oO8fw5m2vDr7MlSg4ei5s0zJOY8Tdx3VLa,上海市,2023-04-20 08:55:00,2,6,0,0
adviser_000000581749,熊梅,S2|S9|S10,女,28,2021-09-28 13:12:39,mock_15589676100,oO8fw53mQiy2z5o1jr6unAgPJqH7L4dBxT,oO8fw5lBERu5iTLgvsby6ShtxrqjmfNpnJ,天津市,2021-10-09 21:18:34,2,1,1,1
adviser_000000596701,廖华,S1,男,27,2021-08-18 20:29:23,mock_13540723055,oO8fw5uMjOoqynCP5FpBi3YckdrN1K6HAh,oO8fw59fvaP56CwLE8be3zkIK2cAMHsxFg,广东省,2022-05-28 19:48:20,5,7,0,0
adviser_000000217508,陈丽娟,S6|S9|S4|S2|S3|S8|S1|S5|S7|S10,女,28,2022-02-24 06:25:58,mock_14938007897,oO8fw5e1OpdnqyZIuwFmoG3C4z92vSkT8H,oO8fw5qkau0ZoX7sAfDYzVRQxItG8eKnLc,香港特别行政区,2022-08-30 12:01:42,2,2,0,0
adviser_000000362847,杜雪,S1|S4|S9|S3|S7|S8|S10,男,24,2021-02-06 03:18:39,mock_14768809438,oO8fw5leWvCB6fPimjS7oHVUhxKTQLwgsG,oO8fw5WNYLk31uefR82rKjVsxzbaJMEcgy,海南省,2022-05-12 16:42:04,5,6,1,1
adviser_000000590127,伍杰,S2|S7|S4,女,39,2022-01-03 08:33:18,mock_14529014405,oO8fw5JCOR0p3x7afroQhATzYHjsW16Mbc,oO8fw5mFcMZN3rRSqUfDWH2tOCTknwioup,山西省,2023-07-13 08:40:21,1,10,1,0
adviser_000000098746,冯瑞,S9|S10|S5|S7|S3|S1|S4|S8,男,46,2022-03-18 07:31:03,mock_14973630541,oO8fw5BqTjO1FKkg7MJ9liSneCUbH82uIf,oO8fw5dhC8wniLkQJgHvXYfpozsUWjtxG6,内蒙古自治区,2023-07-21 02:59:46,1,2,1,0
adviser_000000253064,蒋强,S3|S2|S7|S4|S6|S10|S9,未知,31,2023-07-19 20:05:30,mock_17613581986,oO8fw5VuSfNHtA3hIPZdEzxcbL9eOgl7Yv,oO8fw5D3Ab6RuJsiwxlrjCmgOv8Sz4eEG1,宁夏回族自治区,2022-11-30 17:47:35,3,3,1,1
adviser_000000741209,孙金凤,S4|S2|S8,未知,34,2021-08-25 23:29:49,mock_15617106053,oO8fw5r0oAM7qg5SKkXlYE38x9Zfn6L1hN,oO8fw5CHZiYMvBQ38aO47NKJDuzVyRPU9b,内蒙古自治区,2021-08-14 22:07:09,1,2,1,1
adviser_000000607159,罗辉,S8,未知,30,2021-05-21 17:22:40,mock_13030925105,oO8fw5tMp2QylzGawuRjrFBxv6k3An4dio,oO8fw5WnNyVdufqskQBlj0zghiD97T85ob,上海市,2022-10-25 05:45:14,2,3,0,1
adviser_000000625790,樊小红,S3|S2|S1|S4,未知,18,2020-11-15 19:30:46,mock_13747344802,oO8fw5CSpJf0jeIiFMGB81YQ7n2LXuWagb,oO8fw5Et1zM2edpSBg3Dj0F4hGkWyNnTQ7,青海省,2022-07-23 05:29:29,6,7,0,1
adviser_000000901384,赵艳,S8|S4|S1|S6|S9|S5|S3|S2|S7,未知,50,2021-08-22 19:59:14,mock_15781530523,oO8fw5qhFCz40sjDaATkcdyGQivNlYB8pV,oO8fw5bnmc025tTFC8hlJze9WpZf7jRUsA,上海市,2022-06-20 18:53:12,1,8,0,1
adviser_000000201486,刘健,S1,女,36,2021-06-29 02:01:52,mock_13622019732,oO8fw5z59AgQB2K6Mf3HeXaOlR0DG8oFP1,oO8fw5DYCA3KNrQPzUSEZ5oMcXBypjl1uv,江西省,2023-06-06 07:02:02,1,9,1,0
adviser_000000150987,陈娟,S6,男,47,2022-05-09 06:35:04,mock_15256066109,oO8fw5y0xfCbHT5gGRmOpQkoKdq6Di9lSs,oO8fw5UBbDovlZye1t6I7EL4A8HuTha3fG,江西省,2021-11-18 21:12:03,2,4,0,1
adviser_000000143098,朱晨,S6|S1,男,48,2023-03-18 05:05:45,mock_14532757554,oO8fw5TQvEoLAKzGN036Bhd5p9M7fUOx1W,oO8fw5eOvXzh8PEsRlQxCw35Y40Fi6mN7k,河北省,2022-10-01 19:47:44,4,6,0,0
